id,salary_in_usd
0,90617.4588245253
1,114863.65513422206
2,114863.65513422206
3,88090.56655138635
4,88565.97749161276
5,94032.88630462339
6,113133.10764025309
7,88443.21675333768
8,99338.71863456584
9,126115.30048361297
10,91172.09990359245
11,130005.15896650519
12,99407.89748977359
13,88067.4256935956
14,94032.88630462339
15,87896.4472399887
16,98205.25764175373
17,114475.2876131148
18,92108.94388953141
19,97239.497068998
20,99956.66605508234
21,88295.98764368863
22,92510.11006975951
23,125909.44901786918
24,88476.17172590131
25,88451.78167337787
26,118286.40762017207
27,130005.15896650519
28,90807.60275753023
29,94930.78070521355
30,97690.64328767167
31,118619.79310119843
32,93723.69425209449
33,79792.67703045369
34,91279.82987741072
35,91630.31271587996
36,125909.44901786918
37,87986.60059920418
38,92217.78084869057
39,126115.30048361297
40,88444.15765089725
41,91462.15931910095
42,114863.65513422206
43,130005.15896650519
44,118286.40762017207
45,122396.69276246983
46,114288.43553683054
47,92217.78084869057
48,118619.79310119843
49,88550.70785186239
50,122278.46264140656
51,85229.943900179
52,117813.5101214735
53,114288.43553683054
54,114676.16914577044
55,87853.81485714148
56,129792.95828645378
57,122611.4747974991
58,126336.60794114997
59,125909.44901786918
60,126336.60794114997
61,125965.91196468944
62,125909.44901786918
63,125909.44901786918
64,125909.44901786918
65,127603.12673126867
66,127603.12673126867
67,125909.44901786918
68,126336.60794114997
69,87853.81485714148
70,117813.5101214735
71,126115.30048361297
72,111113.6731559514
73,88090.56655138635
74,97206.40778934846
75,114288.43553683054
76,87706.52356637696
77,87853.81485714148
78,118426.17616350357
79,114475.2876131148
80,88421.4158388096
81,90988.98893599096
82,119022.22122312343
83,130005.15896650519
84,114676.16914577044
85,90563.54877258244
86,90563.54877258244
87,129792.95828645378
88,125909.44901786918
89,94095.23466338069
90,87106.81838730823
91,90956.06562726802
92,100101.93772861251
93,91093.58095002436
94,125909.44901786918
95,122278.46264140656
96,88444.15765089725
97,92359.11061385724
98,89899.61321063427
99,125909.44901786918
100,125909.44901786918
101,126336.60794114997
102,126336.60794114997
103,127603.12673126867
104,129792.95828645378
105,93154.3719284046
106,126336.60794114997
