id,salary_in_usd
0,78361.16589666225
1,112552.09474159573
2,112552.09474159573
3,58083.5464212135
4,46929.18276047518
5,74701.18646949319
6,150879.6358385934
7,59879.278940300326
8,111658.09984847158
9,148558.2990787219
10,57458.768179608
11,151534.21575240174
12,116189.09921860333
13,30496.745315656193
14,85213.78614010061
15,58985.28404717618
16,93933.09783763794
17,114196.84204570104
18,59409.59844618575
19,101267.26166103121
20,105137.17322783518
21,60228.480748061396
22,70898.59403005162
23,134411.55339648644
24,32635.30961663949
25,47671.88953044781
26,91062.95868702412
27,134119.5141675862
28,59200.02256978543
29,88002.54657705844
30,72580.10216514522
31,110361.82255526078
32,68841.49296372474
33,53344.909020888044
34,54524.22566045106
35,59854.60248359374
36,135237.53282365555
37,41701.066196343825
38,59209.43782805651
39,140488.79765115306
40,20327.927017104703
41,44738.91057414024
42,104482.59331402688
43,142810.13441102457
44,99753.57893046248
45,130055.82255526078
46,99428.9775475961
47,58383.45840088743
48,110361.82255526078
49,51702.521784244935
50,113337.73922894061
51,64436.48940555787
52,109122.27865856573
53,115491.56214213256
54,97086.69316702006
55,61892.24941892043
56,144104.85450745607
57,121636.29392001817
58,132069.2690159104
59,141783.51774758456
60,132069.2690159104
61,139883.5987408022
62,141783.51774758456
63,133092.8975041462
64,133918.8769313153
65,150316.57383669447
66,150316.57383669447
67,141783.51774758456
68,123378.64877247206
69,62718.22884608951
70,109122.27865856573
71,147860.76200225117
72,90234.3570370168
73,58741.35600979011
74,95623.8500211306
75,106800.94189869422
76,58673.75684615645
77,70582.86966235877
78,102965.92240825397
79,122223.38631060744
80,40154.40142933786
81,58267.2311755501
82,108674.11808849305
83,150836.67867593098
84,105777.31341045842
85,64213.58617879194
86,64213.58617879194
87,144104.85450745607
88,141783.51774758456
89,37235.60712267794
90,53305.39250493423
91,71747.23117555011
92,97509.28296082726
93,68814.21168510985
94,141783.51774758456
95,120055.1236662304
96,55563.294540568524
97,72193.31412648316
98,51467.10839149913
99,133092.8975041462
100,141783.51774758456
101,132069.2690159104
102,132069.2690159104
103,150316.57383669447
104,144104.85450745607
105,47632.088901058894
106,123378.64877247206
