id,salary_in_usd
0,106006.66172644027
1,22576.034860751046
2,22576.034860751046
3,72295.05838816462
4,31366.03505175714
5,94978.20650745678
6,67121.15762204473
7,32952.904089558644
8,35196.38977806929
9,46947.90720036092
10,96788.54251138761
11,69130.02685085233
12,7589.408357719723
13,124097.70150149034
14,116154.17247615059
15,45573.2590068769
16,62739.104235676445
17,13663.168276065848
18,39814.70838165194
19,8016.272771700289
20,17578.03750487345
21,29111.582837857968
22,48218.41869774966
23,26860.4141126444
24,23593.306125028867
25,80636.88072400211
26,13800.59038701275
27,49966.7802876492
28,84580.49775589007
29,108107.11505599611
30,82870.10857444686
31,9421.746219404831
32,54696.48901142315
33,84878.30278066313
34,73203.14972533635
35,86589.36698469767
36,37888.8693316279
37,81866.7180048455
38,32176.507784165333
39,39941.04061567572
40,96917.58449512135
41,18211.746410410928
42,15569.168276065848
43,60114.29103735954
44,23948.101136723082
45,29031.74621940483
46,9564.96897667581
47,21148.052565181835
48,9421.746219404831
49,37601.36955402349
50,31603.865869896246
51,90525.19828502869
52,17067.204965416233
53,7041.465293442758
54,1200.0454562675804
55,8427.499876716938
56,53492.58805473644
57,24316.04323678174
58,35225.33763305263
59,33319.33763305263
60,35225.33763305263
61,35651.83728339369
62,33319.33763305263
63,23171.82688334229
64,34200.28210232579
65,46561.13167966458
66,46561.13167966458
67,33319.33763305263
68,25077.82688334229
69,19455.95509570044
70,17067.204965416233
71,46399.96413608395
72,6233.685542398183
73,26807.680754442685
74,110224.66969725568
75,3106.0454562675804
76,25111.30954321469
77,18575.010626427276
78,7347.467512928597
79,22130.96102528168
80,17737.46548444885
81,49085.34240916399
82,19795.53896862066
83,68582.08378657536
84,8947.465293442756
85,28600.75029840075
86,28600.75029840075
87,53492.58805473644
88,33319.33763305263
89,79509.20401693697
90,30763.196292108514
91,104120.04777932962
92,76950.08378657536
93,99878.6257226686
94,33319.33763305263
95,36053.92016149688
96,74058.47979661924
97,41596.71571512657
98,13181.954543732421
99,23171.82688334229
100,33319.33763305263
101,35225.33763305263
102,35225.33763305263
103,46561.13167966458
104,53492.58805473644
105,8940.532487071405
106,25077.82688334229
